0.01 0.01 -137.385 725 0 0
0.01 0.02 -137.385 725 0 0
0.01 0.03 -137.385 725 0 0
0.01 0.04 -137.385 725 0 0
0.01 0.05 -137.385 725 0 0
0.01 0.06 -137.385 725 0 0
0.01 0.07 -137.385 725 0 0
0.01 0.08 -137.385 725 0 0
0.01 0.09 -137.385 725 0 0
0.01 0.1 -137.385 725 0 0
0.01 0.11 -137.385 725 0 0
0.01 0.12 -137.385 725 0 0
0.01 0.13 -137.385 725 0 0
0.01 0.14 -137.385 725 0 0
0.01 0.15 -137.385 725 0 0
0.01 0.16 -137.385 725 0 0
0.01 0.17 -137.385 725 0 0
0.01 0.18 -137.385 725 0 0
0.01 0.19 -137.385 725 0 0
0.01 0.2 -137.385 725 0 0
0.01 0.21 -137.385 725 0 0
0.01 0.22 -137.385 725 0 0
0.01 0.23 -137.385 725 0 0
0.01 0.24 -137.385 725 0 0
0.01 0.25 -137.385 725 0 0
0.01 0.26 -137.385 725 0 0
0.01 0.27 -137.385 725 0 0
0.01 0.28 -137.385 725 0 0
0.01 0.29 -137.385 725 0 0
0.01 0.3 -137.385 725 0 0
0.01 0.31 -137.385 725 0 0
0.01 0.32 -137.385 725 0 0
0.01 0.33 -137.385 725 0 0
0.01 0.34 -137.385 725 0 0
0.01 0.35 -137.385 725 0 0
0.01 0.36 -137.385 725 0 0
0.01 0.37 -137.385 725 0 0
0.01 0.38 -137.385 725 0 0
0.01 0.39 -137.385 725 0 0
0.01 0.4 -137.385 725 0 0
0.01 0.41 -137.385 725 0 0
0.01 0.42 -137.385 725 0 0
0.01 0.43 -137.385 725 0 0
0.01 0.44 -137.385 725 0 0
0.01 0.45 -137.385 725 0 0
0.01 0.46 -137.385 725 0 0
0.01 0.47 -137.385 725 0 0
0.01 0.48 -137.385 725 0 0
0.01 0.49 -137.385 725 0 0
0.01 0.5 -137.385 725 0 0
0.01 0.51 -137.385 725 0 0
0.01 0.52 -137.385 725 0 0
0.01 0.53 -137.385 725 0 0
0.01 0.54 -137.385 725 0 0
0.01 0.55 -137.385 725 0 0
0.01 0.56 -137.35 708.702 7.1304 0.0244075
0.01 0.57 -137.243 699.565 14.1745 0.106806
0.01 0.58 -137.066 690.183 21.1255 0.240887
0.01 0.59 -136.82 680.713 27.9818 0.421221
0.01 0.6 -136.506 671.206 34.743 0.642772
0.01 0.61 -136.125 661.68 41.409 0.900677
0.01 0.62 -135.678 652.142 47.9797 1.19018
0.01 0.63 -135.166 642.594 54.455 1.5066
0.01 0.64 -134.589 633.038 60.8349 1.84538
0.01 0.65 -133.949 623.472 67.1191 2.20204
0.01 0.66 -133.247 613.898 73.3076 2.57223
0.01 0.67 -132.483 604.313 79.4003 2.95176
0.01 0.68 -131.659 594.717 85.3969 3.33655
0.01 0.69 -130.775 585.11 91.2974 3.72271
0.01 0.7 -129.833 575.491 97.1015 4.10651
0.01 0.71 -128.833 565.859 102.809 4.4844
0.01 0.72 -127.777 556.213 108.42 4.85302
0.01 0.73 -126.665 546.554 113.934 5.2092
0.01 0.74 -125.498 536.881 119.351 5.54994
0.01 0.75 -124.278 527.193 124.67 5.87247
0.01 0.76 -123.005 517.49 129.892 6.17421
0.01 0.77 -121.68 507.772 135.017 6.45275
0.01 0.78 -120.304 498.038 140.043 6.70591
0.01 0.79 -118.879 488.288 144.971 6.9317
0.01 0.8 -117.405 478.523 149.801 7.12831
0.01 0.81 -115.883 468.741 154.533 7.29412
0.01 0.82 -114.314 458.943 159.166 7.42772
0.01 0.83 -112.7 449.13 163.7 7.52786
0.01 0.84 -111.04 439.3 168.135 7.59346
0.01 0.85 -109.337 429.453 172.471 7.62365
