nx, ny = 50 50
0	0	-10
1	0	-10
2	0	-10
3	0	-10
4	0	-10
5	0	-10
6	0	-10
7	0	-10
8	0	-10
9	0	-10
10	0	-10
11	0	-10
12	0	-10
13	0	-10
14	0	-10
15	0	-10
16	0	-10
17	0	-10
18	0	-10
19	0	-10
20	0	-10
21	0	-10
22	0	-10
23	0	-10
24	0	-10
25	0	-10
26	0	-10
27	0	-10
28	0	-10
29	0	-10
30	0	-10
31	0	-10
32	0	-10
33	0	-10
34	0	-10
35	0	-10
36	0	-10
37	0	-10
38	0	-10
39	0	-10
40	0	-10
41	0	-10
42	0	-10
43	0	-10
44	0	-10
45	0	-10
46	0	-10
47	0	-10
48	0	-10
49	0	-10
50	0	-10
0	1	10
1	1	-1.30066e-16
2	1	-3.953
3	1	-5.81199
4	1	-6.82952
5	1	-7.45633
6	1	-7.87738
7	1	-8.17849
8	1	-8.40391
9	1	-8.57851
10	1	-8.7173
11	1	-8.82982
12	1	-8.92242
13	1	-8.99948
14	1	-9.06411
15	1	-9.11859
16	1	-9.16457
17	1	-9.20334
18	1	-9.23585
19	1	-9.26284
20	1	-9.28487
21	1	-9.30238
22	1	-9.31569
23	1	-9.32504
24	1	-9.33059
25	1	-9.33242
26	1	-9.33059
27	1	-9.32504
28	1	-9.31569
29	1	-9.30238
30	1	-9.28487
31	1	-9.26284
32	1	-9.23585
33	1	-9.20334
34	1	-9.16457
35	1	-9.11859
36	1	-9.06411
37	1	-8.99948
38	1	-8.92242
39	1	-8.82982
40	1	-8.7173
41	1	-8.57851
42	1	-8.40391
43	1	-8.17849
44	1	-7.87738
45	1	-7.45633
46	1	-6.82952
47	1	-5.81199
48	1	-3.953
49	1	3.27499e-11
50	1	10
0	2	10
1	2	3.953
2	2	-6.09227e-16
3	2	-2.46543
4	2	-4.04975
5	2	-5.11841
6	2	-5.8747
7	2	-6.43267
8	2	-6.85863
9	2	-7.19285
10	2	-7.46088
11	2	-7.67956
12	2	-7.86038
13	2	-8.01138
14	2	-8.13839
15	2	-8.24566
16	2	-8.33637
17	2	-8.41294
18	2	-8.47722
19	2	-8.53063
20	2	-8.57427
21	2	-8.60896
22	2	-8.63534
23	2	-8.65388
24	2	-8.66488
25	2	-8.66853
26	2	-8.66488
27	2	-8.65388
28	2	-8.63534
29	2	-8.60896
30	2	-8.57427
31	2	-8.53063
32	2	-8.47722
33	2	-8.41294
34	2	-8.33637
35	2	-8.24566
36	2	-8.13839
37	2	-8.01138
38	2	-7.86038
39	2	-7.67956
40	2	-7.46088
41	2	-7.19285
42	2	-6.85863
43	2	-6.43267
44	2	-5.8747
45	2	-5.11841
46	2	-4.04975
47	2	-2.46543
48	2	2.05863e-10
49	2	3.953
50	2	10
0	3	10
1	3	5.81199
2	3	2.46543
3	3	-6.99916e-16
4	3	-1.78565
5	3	-3.09284
6	3	-4.07035
7	3	-4.81887
8	3	-5.40508
9	3	-5.87337
10	3	-6.25381
11	3	-6.56717
12	3	-6.82814
13	3	-7.04729
14	3	-7.23241
15	3	-7.38928
16	3	-7.52231
17	3	-7.63484
18	3	-7.72947
19	3	-7.8082
20	3	-7.8726
21	3	-7.92384
22	3	-7.96284
23	3	-7.99025
24	3	-8.00653
25	3	-8.01192
26	3	-8.00653
27	3	-7.99025
28	3	-7.96284
29	3	-7.92384
30	3	-7.8726
31	3	-7.8082
32	3	-7.72947
33	3	-7.63484
34	3	-7.52231
35	3	-7.38928
36	3	-7.23241
37	3	-7.04729
38	3	-6.82814
39	3	-6.56717
40	3	-6.25381
41	3	-5.87337
42	3	-5.40508
43	3	-4.81887
44	3	-4.07035
45	3	-3.09284
46	3	-1.78565
47	3	6.22618e-10
48	3	2.46543
49	3	5.81199
50	3	10
0	4	10
1	4	6.82952
2	4	4.04975
3	4	1.78565
4	4	-8.02804e-16
5	4	-1.39696
6	4	-2.495
7	4	-3.36738
8	4	-4.06944
9	4	-4.64174
10	4	-5.11381
11	4	-5.50717
12	4	-5.83771
13	4	-6.11724
14	4	-6.35466
15	4	-6.55676
16	4	-6.72873
17	4	-6.87463
18	4	-6.99761
19	4	-7.10012
20	4	-7.18408
21	4	-7.25098
22	4	-7.30193
23	4	-7.33777
24	4	-7.35905
25	4	-7.36611
26	4	-7.35905
27	4	-7.33777
28	4	-7.30193
29	4	-7.25098
30	4	-7.18408
31	4	-7.10012
32	4	-6.99761
33	4	-6.87463
34	4	-6.72873
35	4	-6.55676
36	4	-6.35466
37	4	-6.11724
38	4	-5.83771
39	4	-5.50717
40	4	-5.11381
41	4	-4.64174
42	4	-4.06944
43	4	-3.36738
44	4	-2.495
45	4	-1.39696
46	4	9.53611e-10
47	4	1.78565
48	4	4.04975
49	4	6.82952
50	4	10
0	5	10
1	5	7.45633
2	5	5.11841
3	5	3.09284
4	5	1.39696
5	5	-5.09292e-16
6	5	-1.1453
7	5	-2.08621
8	5	-2.86356
9	5	-3.51036
10	5	-4.0525
11	5	-4.51
12	5	-4.8983
13	5	-5.2293
14	5	-5.51225
15	5	-5.75435
16	5	-5.96123
17	5	-6.13735
18	5	-6.28621
19	5	-6.41058
20	5	-6.51263
21	5	-6.59405
22	5	-6.65613
23	5	-6.69984
24	5	-6.7258
25	5	-6.73442
26	5	-6.7258
27	5	-6.69984
28	5	-6.65613
29	5	-6.59405
30	5	-6.51263
31	5	-6.41058
32	5	-6.28621
33	5	-6.13735
34	5	-5.96123
35	5	-5.75435
36	5	-5.51225
37	5	-5.2293
38	5	-4.8983
39	5	-4.51
40	5	-4.0525
41	5	-3.51036
42	5	-2.86356
