-1.81538 9.3828
-0.423657 5.49408
6.36014 7.12811
5.06715 6.56539
5.68803 6.67876
1.3997 9.33537
5.54221 1.9868
4.74089 2.8922
9.22457 6.28157
-2.98109 3.20741
-1.16333 1.23359
5.21854 4.93052
-1.87053 7.23009
-3.5529 6.04364
-4.7983 7.56118
7.81533 2.09588
5.46373 1.81423
2.01089 5.44626
5.42874 -0.000109345
5.20059 6.43551
0.688099 9.78176
3.67498 4.06629
9.30517 -3.93476
7.72752 -0.365225
-2.44639 7.76
7.60712 2.54242
9.26369 8.64554
-2.43461 9.42715
-6.59491 10
-6.09355 4.69882
10 3.23031
-5.2115 9.06524
6.5815 0.455065
-0.975838 7.0742
1.00157 3.36714
-0.754414 -6.15953
3.29045 5.44468
8.18853 7.36177
2.8948 -1.76525
4.74312 8.85223
-0.205669 -3.77185
4.54171 9.49453
4.29404 0.773526
7.80899 1.60066
7.5868 8.86569
-2.57837 9.82652
7.05935 6.63041
9.38426 -5.13394
-0.0547967 8.87496
9.32274 9.32331
9.40375 -1.51132
7.94635 -1.22638
3.6202 8.83527
0.925635 9.73894
6.09731 -6.17693
6.37195 1.03467
3.93927 5.60683
-1.01482 9.25976
2.96433 -5.33198
-3.31516 9.20243
-0.0786709 1.42423
-3.94166 7.07258
-3.6236 -4.76337
6.17294 6.65228
-2.67453 6.96847
4.96514 7.60356
5.23853 4.61102
10 9.87177
0.800682 6.83862
10 3.53071
0.49445 -6.49704
7.07023 4.54743
6.00711 -2.56129
0.915044 1.59428
8.96994 3.75284
3.73335 3.67855
5.94472 8.28045
2.01224 6.23453
4.76898 3.05453
10 3.9333
6.88453 8.05518
9.0344 -0.830862
9.46493 8.4031
0.905839 8.58955
3.99768 3.58975
6.45265 4.06753
8.92184 3.21603
9.52971 7.68553
3.05262 7.14293
10 0.743033
-0.585571 10
8.98286 -0.792188
9.45959 -4.41049
1.16652 6.58516
3.74639 -0.283075
5.91222 9.5363
9.09441 -5.16622
9.77648 -6.93045
6.18494 -5.69388
8.64359 3.93881
8.40887 7.36527
-0.57043 2.02381
-3.4707 5.6296
4.75924 -0.533447
10 10
4.2379 4.85167
-1.04758 2.98844
8.55311 3.81316
2.64575 9.84531
3.97993 6.25755
3.20695 0.586676
1.03491 6.52462
3.42544 3.61647
0.711986 4.17013
-3.87802 -2.42489
8.03431 8.20126
3.09168 3.73561
1.30451 2.81033
-3.01252 9.09268
-2.73665 1.69804
-2.03421 2.61897
-1.96419 7.59695
3.10231 9.83624
10 -1.49414
10 5.65181
10 -2.61272
-1.77079 1.77788
2.91424 -1.34177
-5.21347 9.82355
-6.10541 4.43669
2.55191 10
3.44048 -6.66662
10 -6.57306
4.29084 7.07642
7.24092 6.50085
2.93248 3.25379
-2.73786 5.00565
-5.38914 -0.184537
7.70113 9.06062
10 -2.2222
7.15369 5.27603
-2.26021 2.88793
-1.72883 6.6351
5.17325 8.29686
-3.02095 10
0.865006 1.26707
8.14265 7.15638
5.25652 9.876
8.56355 7.25062
0.782975 -0.821694
0.896329 1.98182
10 7.96831
7.14826 1.47024
1.78357 0.945082
-0.428745 3.36078
0.334874 -2.50912
7.48594 7.25257
-2.55963 1.54511
6.66769 3.26486
7.27077 4.07638
0.121481 8.61884
9.30356 8.02675
-6.70779 10
5.5245 9.39534
7.57555 -0.370731
1.89368 9.22935
6.98885 3.44934
8.12193 7.21256
-0.999488 3.06907
4.60307 4.09342
7.90093 6.49694
2.55465 7.52706
1.59042 -1.06269
-2.33754 -4.14754
4.78302 -2.88542
-5.40433 2.23636
1.10622 -10
7.0758 -2.30721
10 9.43612
7.93328 -1.66459
7.78513 6.70911
1.29185 4.45242
-2.38918 6.81552
1.0874 8.92715
-2.20202 1.76138
8.63891 2.88469
4.13813 -4.27076
4.29544 2.64205
-3.83864 8.66127
2.33429 1.16723
7.64126 9.66876
0.272958 8.49103
7.41198 7.99128
10 3.75371
9.91934 7.03734
8.54014 4.1832
5.97084 2.99708
7.20454 -1.33411
5.92993 9.15817
0.0874319 7.45323


-7.62111 7.62394
8.55656 4.37952
-1.75586 1.61165
7.3108 10
-8.11615 7.96121
1.04116 -7.48737
7.81981 -1.48503
-1.58858 -4.96798
-2.07241 7.76049
-1.38664 7.67704
-9.9849 -2.01956
-7.14638 -10
7.38956 4.94233
4.77019 8.0627
1.74509 -1.35934
4.38919 -4.95742
4.73906 7.90474
10 -4.45116
7.7652 -2.01272
7.84125 4.43574
7.53861 -2.20351
-8.1559 -4.71311
4.57947 7.32525
4.91277 1.3029
-7.73918 -4.74293
8.10979 -1.33986
-4.66449 4.87352
7.31002 -1.48
4.86551 1.78161
-8.33593 1.5191
2.14085 4.73008
-1.69555 7.99668
7.52037 4.5186
-8.08852 1.61003
4.35376 7.55886
4.49202 -10
7.70292 -7.47271
-4.96699 10
-4.3582 -7.31577
4.8997 -4.74283
-4.93278 -8.08259
7.81048 4.38804
4.83213 -4.67781
1.5165 4.76668
8.17941 10
8.10505 -1.42147
-10 4.3687
5.51321 -10
7.34846 5.55268
4.39524 1.12622
7.45247 -1.72523
10 1.02699
9.77 8.55742
-4.65761 4.30596
5.02393 -4.46774
1.84009 4.93727
-8.28956 1.3192
-4.98553 5.4782
1.2986 -1.02069
-7.53264 -4.86322
-1.28247 1.78383
-4.64358 4.33168
-7.66574 -4.72877
4.25183 1.14241
-4.7623 4.70903
-1.09635 -4.44682
4.62486 -4.91088
-1.8866 8.17263
1.10156 4.4599
1.65682 -1.53454
5.17419 -4.7156
1.58734 -8.1286
1.47285 -8.2198
-1.65635 1.77505
-8.25346 8.05436
7.82033 -7.43399
-1.72232 7.87769
4.70265 7.95734
4.70485 1.75312
5.01042 -5.04078
7.81081 5.001
7.16898 -7.29038
7.3026 4.35385
9.99224 7.77045
-8.01445 7.69295
5.36729 7.66794
-1.77712 1.39717
8.14616 4.28703
4.58063 1.19801
8.14495 4.7931
5.51254 -4.88079
-1.56275 1.36327
8.29707 -1.33162
-7.7056 7.96064
7.94686 -1.63342
1.52697 -7.9808
-8.08472 8.02544
10 1.80346
1.66069 -7.59346
10 1.58512
-7.12943 1.65783
-1.52878 -4.8053
-1.72595 8.07225
10 7.21286
1.66377 4.30521
4.57156 8.00078
-5.24225 -1.54149
-1.38661 -5.07951
-1.40064 8.16002
4.12771 1.74772
1.60989 -8.0434
7.84406 4.33517
7.77509 4.88566
-1.72435 -4.30696
-1.78582 7.66089
7.79065 4.86415
-7.85164 -4.34575
1.28083 9.98008
-1.88603 8.75015
-8.10099 1.14118
-1.71362 1.468
-7.74794 7.7848
1.57662 4.85326
-1.22649 -4.6378
1.34976 -1.50092
8.26737 -1.60744
-4.67416 4.68305
7.94924 -8.10337
-1.46493 7.91532
1.81346 -7.71891
-7.91113 -4.33918
1.5915 -7.46616
-4.33535 -7.98986
8.47445 4.50052
4.90353 7.79879
4.92866 7.5466
1.64952 -1.09088
-7.67074 -4.49391
4.92327 1.89616
7.59137 5.03225
-1.48408 7.84292
4.84183 7.76654
